Source,Expected Positive,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export)
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Richtig so"" billigt im Kontext die Handlung des Verurteilten.",muratbelgeli,muratbelgeli,6025874559,2026-06-01 23:56:32,0,Richtig so,no,18076279277276522,https://www.instagram.com/muratbelgeli,https://www.instagram.com/p/DZDH8YstgWl/c/18076279277276522,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/604412363_18353927686202560_9194026795405384212_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gGlu2TtakB1xDbKfi4BNo0-s4dfM1nw6YA9byPcv6ChWsXQQi-QgihF67qfIFPkC0M&_nc_ohc=aS9k5gyUymkQ7kNvwH6ilZE&_nc_gid=87l8pkCwb9zk7FPavy2aYg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCVN_npfamQI8Hfr48rGfHEO6W_qH2_zRbehUYvkUHc5A&oe=6A6AFD9E&_nc_sid=0985b0,878
test-data3,true,hoch,§ 130 Abs. 1 StGB; § 111 StGB,Aufforderung zu Straftaten,"Ruft ausdrücklich zu Nachahmern auf, die für ihr Hausverbot gegen Juden 'zu Helden' werden sollen, und stellt damit eine Aufforderung zur Wiederholung der als Volksverhetzung gewerteten Tat dar.",knork_glubbe,knork_glubbe,258359251,2026-06-01 22:41:57,0,Dabei der gute Mann nur von seinem Hausrecht Gebrauch gemacht. Hoffentlich finden sich Nachahmer werden zu Helden wie dieser Mann. 😏,no,18067525943382979,https://www.instagram.com/knork_glubbe,https://www.instagram.com/p/DZDH8YstgWl/c/18067525943382979,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/535153610_18522378631055252_8321359766896539628_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NzkuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gHjU1CXa0atbcX6UYybBpXkP5itw3WH_RE2fJZic57SJLtp3tho5fTusQEhjwZptQY&_nc_ohc=mmB0hFcJ3qsQ7kNvwGjMAZ3&_nc_gid=0RinLjSeXnTeuhoecvJ3xQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDjiBpCBk3kswCQL_x2C3fkuzFDLMI0AO4GO4foKQu26A&oe=6A6AFC64&_nc_sid=0985b0,462
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Er hat alles richtig gemacht"" billigt ausdrücklich die diskriminierende Handlung.",egal2008,egal2008,64425621002,2026-06-02 02:08:48,0,Er hat alles richtig gemacht,no,18073267427318437,https://www.instagram.com/egal2008,https://www.instagram.com/p/DZDH8YstgWl/c/18073267427318437,https://scontent-lis1-1.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-lis1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gEoKGLTLmjcFd7IMQEYqujnIHh2Oz0u3DT4qPBhIKHOTu6x9hwUiR4YuvphuINjPS8&_nc_ohc=vUGxye7DTtYQ7kNvwE9msi9&_nc_gid=CNPj771uB1EEs3pGV1OvYA&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQDfZcTn8sdJ5Yl7lfaZ8x9YcCWpnA2b7G9VhggIrNi1Ow&oe=6A6B08EA&_nc_sid=10d13b,1415
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,'Bravo hat es alles richtig gemacht' billigt explizit die Willkürmaßnahme gegen Juden als Gruppe.,mira.amiri88,mira.amiri88,45131799768,2026-06-02 15:07:33,0,Bravo hat es alles richtig gemacht,no,18588079444053889,https://www.instagram.com/mira.amiri88,https://www.instagram.com/p/DZDH8YstgWl/c/18588079444053889,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/721757586_18110718647511769_4124151630029969707_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHeTPG5NmUIN67OwskkgEV31A7o7BU2eqOs5dFH5ojJYhOw8jjLyD2Qtbe3RGQa6E8&_nc_ohc=MHNR_H62L6kQ7kNvwGAAU37&_nc_gid=WrB3c6hiObVFQhzxAiQYWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBr0NxU98VRB1azDp7MYpohUbXx8L_05UF1WUcFV_d_Kw&oe=6A6AF384&_nc_sid=0985b0,2942
data2,,,,,,evirneda,evirneda,7601547940,2026-06-01 20:58:39,0,"@alicia_jacobsen_ was ist das denn für eine Logik. Es klappt bei einer Gruppe nicht, dann kann man es bei allen Gruppen ignorieren 🤔 es gibt für Diskriminierung durchaus Geldstrafe, aber du musst den Vorsatz halt nachweisen und das ist schwer aber bei dem Schild ist es was anderes. Da steht es ja klipp und klar",no,18106111439474985,https://www.instagram.com/evirneda,https://www.instagram.com/p/DZDH8YstgWl/c/18106111439474985,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/672356525_18323121277251941_4960059824110423362_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEGBjPhOVlhzrnTWIe8Eu17ukTogRBYe8PN6KCi6pj655slmE5m0ZDQ71zt2MAfnC4&_nc_ohc=STtdoEHLSXQQ7kNvwGHAUxE&_nc_gid=R9EEevujMWhl95QdcquR3A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAIlCDRvj1bI7Gjd0ND_qqi4d1D3Q2Z7InUMLsD6cJ_aQ&oe=6A6AEB53&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,"""Geil nur 1200? Na dann."" verspottet die Geldstrafe als zu gering und billigt damit implizit die Tat des Ladenbesitzers.",nunoishere,nunoishere,2288969859,2026-06-02 01:52:48,0,Geil nur 1200?  Na dann.,no,18008298500917696,https://www.instagram.com/nunoishere,https://www.instagram.com/p/DZDH8YstgWl/c/18008298500917696,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/670773815_18521413621073860_8753050642077946310_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NjYuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2gHXoHWYLBOSyKmhNnKS1RCJTIU2THY3-jVYWG1slxNbPVrm7HTTYTBxu72g6JeCj7s&_nc_ohc=1s7iPCv11VcQ7kNvwFADgmL&_nc_gid=slhFyn9p4OolA0pPD2P3Mw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAlzxeYuc0DG1L6YjVPo5_A8QxDUJ5yr5jhxV8FxM-fDw&oe=6A6B0606&_nc_sid=0985b0,1359
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Nutzer kündigt an, selbst ""Israelis"" pauschal nichts verkaufen zu wollen, und billigt damit eine kollektive Willkürmaßnahme gegen eine Gruppe nach demselben Muster wie der verurteilte Ladenbesitzer.",sven.bartocha,sven.bartocha,6219603519,2026-06-03 10:40:39,0,Hätte ich nen Shop würde ich den israelis auch nix verkaufen,no,17941952457213307,https://www.instagram.com/sven.bartocha,https://www.instagram.com/p/DZDH8YstgWl/c/17941952457213307,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/335633798_912777569768669_2890608709976274214_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gHc3-fgprct0i8sjehwBXeu5pPfvY6lwB18gSXASkuyxgO1cNGQcbSs9fIsv4xSFSM&_nc_ohc=Q9_VmuFlgxcQ7kNvwF1nInp&_nc_gid=eNc47n5sAq3Asp7HTY4qUw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAjj9CqelqmMmqdG8vdgOXYiek8j0Mmgnj1OOWoQ7YdJg&oe=6A6AFB10&_nc_sid=0985b0,3918
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Fordert, der Ladenbesitzer hätte statt ""Juden"" ""Israelis"" pauschal ausschließen sollen - billigt und erweitert die Willkürmaßnahme kollektiv gegen eine durch Nationalität/Volkszugehörigkeit definierte Gruppe.",i.erkaya,i.erkaya,1570695496,2026-06-02 09:07:07,0,"Er hatte schreiben sollen, dass Israelis keinen Zutritt haben.",no,18096597209264494,https://www.instagram.com/i.erkaya,https://www.instagram.com/p/DZDH8YstgWl/c/18096597209264494,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/294951648_2443295359151970_7409056468409150399_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTEuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFCPh_ssheGUGCYZNOUMykPKQ2d5bK3toPv4etkt0tymGbSl9El7J8EYsi38yjSoGQ&_nc_ohc=k0MRsIjY-poQ7kNvwHGzdRi&_nc_gid=EmjBLA2Ls_dKdfny49VMZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCuLRF_3PmVBsA-kSot6AUVKHkXfmaLncZAAUhDusWogw&oe=6A6B0D4F&_nc_sid=0985b0,2012
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Tolles Plakat"" billigt ausdrücklich das antisemitische Schild.",v.karadas,v.karadas,2092773050,2026-06-01 23:43:23,0,Tolles Plakat,no,18119339998738057,https://www.instagram.com/v.karadas,https://www.instagram.com/p/DZDH8YstgWl/c/18119339998738057,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/568207732_18502192339069051_6484079714791932236_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFhilJlQ99O1jtrcOJcjPPcfTJolvLXvQipHr-NHxo8hYVf9VDC7jEYfuVoKAU6_cU&_nc_ohc=bm3oHHk_sVUQ7kNvwENyJTz&_nc_gid=8LPNe_VJabXRKNQEViP9sA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDcxqnoq31UdVE1A1OKv0Oqn_rfaegO4RzQd5YLShWoKw&oe=6A6B13B7&_nc_sid=0985b0,795
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"Bezeichnung als ""Ehrenmann"" mit Beifalls-Emojis billigt die Willkürmaßnahme gegen Juden.",husnu.ozdemir.12,husnu.ozdemir.12,39640332605,2026-06-02 00:44:55,0,Ehrenmann 🙌👏👏,no,17882026170596773,https://www.instagram.com/husnu.ozdemir.12,https://www.instagram.com/p/DZDH8YstgWl/c/17882026170596773,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/116253649_295515771665304_7397569225995262079_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MDcuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGUBBkZuMhRxq7x2IglKC4mP9OpjzLbv8FUsRXll8e1sqdGCLGdsolDw0uMdyXXTKQ&_nc_ohc=i_zfQCF0Y5EQ7kNvwGNtoFu&_nc_gid=wjqp446pF4Nn5R2Coh3Q3A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCYwKdXhA772Zd4vGskyeVUR7OV5KtJGLX-2qxoBrfOHg&oe=6A6B0859&_nc_sid=0985b0,1098
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"""Go Hans!"" als Anfeuerung für den Verurteilten billigt dessen Tat.",shahin88785,shahin88785,78126253815,2026-06-01 23:26:00,0,Go Hans! 🔥🔥,no,18108440585491918,https://www.instagram.com/shahin88785,https://www.instagram.com/p/DZDH8YstgWl/c/18108440585491918,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/688217305_17873897526605816_8273838952981565254_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGIkHaFha-pjjgrMPBRg9vSdfKLQkaP2Aw9DL96V73-gzohNTZHSA_HhKJjhajFjaI&_nc_ohc=JqaQ9SO_GkcQ7kNvwFLF8zv&_nc_gid=7sKxbd0sCPdog9KPBjaBkw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAULGvgLyYL6JVeaD1ZkjKl8oYbIJH7RAmT--zit7ZF8A&oe=6A6B0220&_nc_sid=0985b0,670
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'Hat er gut gemacht' als Zustimmung zur antisemitischen Ausgrenzung.,yxnxs_560,yxnxs_560,80062160437,2026-06-02 12:58:43,0,Hat er gut gemacht👍🔥,no,18021082040672841,https://www.instagram.com/yxnxs_560,https://www.instagram.com/p/DZDH8YstgWl/c/18021082040672841,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/711583212_17877974133664438_1168196002642149034_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gF6Q6RFt7xnrGptOchvQ7rvAe-lXEYCVswutgVV2Iw1gRPQue5pPll7S1U2cyKb8Hg&_nc_ohc=jgy6rdRK47QQ7kNvwHFBTqy&_nc_gid=UQSp5_q_w4lgaSB1vxizLA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQC7KUkKBd2lZUgCfb4b5Uq9Jgj9pLemLGpOUGpkfOclsw&oe=6A6B18A3&_nc_sid=0985b0,2614
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 140 StGB,Billigung Willkürmaßnahme,"""Recht hat er"" mit Zustimmungs-Emoji - billigt die Handlung/Aussage des Ladenbesitzers.",mhuf2016,mhuf2016,2941910881,2026-06-02 09:36:50,0,Recht hat er👏,no,17919623454361192,https://www.instagram.com/mhuf2016,https://www.instagram.com/p/DZDH8YstgWl/c/17919623454361192,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/703479998_18466948981102882_7675484593813969434_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gGbRO8WY-tpsW3FxqoahkVmtSqwJfiAS1GWAdv1ioQBXDoCJjlkaZKAP1HAJRtPXhg&_nc_ohc=W_rL3iXn-gQQ7kNvwE2pdnY&_nc_gid=RV5Vmzcff-t5KfiSLgAu4Q&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDty_chjH8qMJRm8D59RKerNMneIKhGQHBzwx5lzx7Kew&oe=6A6AEECC&_nc_sid=0985b0,2103
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,Deutliche Zustimmung ('voll und ganz richtig gemacht') zur antisemitischen Ausgrenzung.,_tom_tekklander_420,_tom_tekklander_420,3868413962,2026-06-02 12:33:26,0,Hat er voll und ganz richtig gemacht,no,18104237807087662,https://www.instagram.com/_tom_tekklander_420,https://www.instagram.com/p/DZDH8YstgWl/c/18104237807087662,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/144500177_231119925306188_1390013654090757172_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NDUuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gE4ZpSg3K8K4CXgmCgqdhTEgoaENtiVru7wPeBBkWq9BeGWfUto9y6znIxeIKzqXe8&_nc_ohc=bMpbjPmmDuAQ7kNvwEQIgfe&_nc_gid=L-K-GMCp7RfNOsPYRPV20w&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQB7F_YR7-P5vKUdhZuVOsv6bmZV4TthrswlrXpBkX2mzQ&oe=6A6B11D3&_nc_sid=0985b0,2540
test-data3,true,mittel,§ 130 Abs. 1 StGB,Sonstiges,"Verwendung des im Antisemitismus-Kontext abwertend gebrauchten Begriffs ""guter goy"" als Code/Anspielung auf jüdische Fremdbestimmung.",tgm_7873,tgm_7873,50703938678,2026-06-02 01:14:21,0,@nicoksn1 guter goy,no,18135147997487458,https://www.instagram.com/tgm_7873,https://www.instagram.com/p/DZDH8YstgWl/c/18135147997487458,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/727058868_18073881188690679_2061385089543599863_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gH6UDKODDmbk6JcC87IfF62_aEoEfQCoNyBr0K2IL8FDTiPBE_SkPXMAzaHtGGJ4Xo&_nc_ohc=lG8ihR8ZHRMQ7kNvwEDea4l&_nc_gid=Pjh61R3KJIDq-3mTDpqLaw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBsrbOqw5pXhY-JOTyJ880qI6LDIYDkN4L8o17g8mJ-TQ&oe=6A6AEFEB&_nc_sid=0985b0,1198
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,'EHRENMAN' als Auszeichnung für den Täter des antisemitischen Hausverbots billigt dessen Willkürmaßnahme.,tgumustas660,tgumustas660,71448163810,2026-06-02 12:17:13,0,EHRENMAN,no,18078171626385531,https://www.instagram.com/tgumustas660,https://www.instagram.com/p/DZDH8YstgWl/c/18078171626385531,https://instagram.fmid2-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fmid2-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gHaWeHeifOVQrruFeWpUVrKqLTyorPl_3-ZnExdTJCXNuqPjDoicU4YfQmmrHX0ruEvbwEQaY4ADi2Lkts58FGk&_nc_ohc=vUGxye7DTtYQ7kNvwGIO3n4&_nc_gid=m-A9P4XJ1uAm-IqDPeJD0A&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQAolVz_-svb4DmXDqT4GF7R5ZEnGDaXhNzJSxvedm0RWQ&oe=6A6B08EA&_nc_sid=10d13b,2502
test-data3,true,mittel,§ 130 Abs. 1 StGB,Verhetzende Beleidigung,"""goyim comment section"" verwendet abwertend den antisemitischen Code ""goyim"" zur Beschreibung der Kommentarspalte im Kontext einer Verschwörungsnarrative.",ayerbse_,ayerbse_,8943838115,2026-06-02 04:54:15,0,goyim comment section,no,18103887817963021,https://www.instagram.com/ayerbse_,https://www.instagram.com/p/DZDH8YstgWl/c/18103887817963021,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/90087154_244559289908325_6977560627350863872_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHW7-wXBrtZg3vrB8iz5sXRICPmu-9TTlbPEaLUn3r80JaF0trJH49hwjM6sMTCWyI&_nc_ohc=zSf--ykRRmoQ7kNvwF9pEUR&_nc_gid=t0AM2WOyNxNBjO_BAX0jUg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAqdRvHXGvVZzJy8ZYP4mfiWvTF1_ZHukYmIEnpIrLUQg&oe=6A6AE763&_nc_sid=0985b0,1674
test-data3,true,mittel,§ 130 Abs. 1 StGB; § 166 StGB,Religionsbeschimpfung,Vergleicht Islam mit einer zu 'heilenden Geisteskrankheit' und pauschalisiert religionsbezogen abwertend gegen eine Glaubensgemeinschaft.,augen.auf.888,augen.auf.888,4160942614,2026-06-02 17:29:35,0,"@ysn.la05 @gnrs.10 @st.rasser.0805 
❤️‍🔥 Shalom!
- 3 PERFEKTE BEISPIELE -
⠀⠀⠀⠀⠀⠀⠀⠀⠀
🇮🇱 Israel, 🇺🇲 die USA und der 
gesunde Anteil der Iraner 
befreien die Menschen
⠀⠀⠀ ⠀⠀⠀⠀⠀⠀
🔹️ IRAN
- offiziell verkündet 2023:
50.000 von 75.000 moscheen 
wurden geschlossen, 
weil sie erkennen: es ist 🗑
⠀⠀⠀⠀⠀⠀⠀⠀⠀
🔹️ GAZA
hat hamas 2006 gewählt
gaza feierte das massiv:
❗️hamas-massacre.net❗️
gaza wollte Jihad - liebt Mond
gaza bekam Jihad - nun Mond
⠀⠀⠀⠀⠀⠀⠀⠀⠀
🔹️ CHINA
 „Der Islam ist eine Geisteskrankheit, 
die geheilt werden muss.“
(🗑 mullah=Gaza-Mentalität)
https://www.aljazeera.com/opinions/2018/11/28/for-china-islam-is-a-mental-illness-that-needs-to-be-cured
⠀⠀⠀⠀⠀⠀⠀⠀⠀
👑✝️ Gott hat Dich liebevoll 
in Seinem Bild geschaffen 
- erkenne das Original:
❤️‍🔥 Für dich ➢ Johannes 1:12
👑 Jesus ist Gott HalleluJah!",no,18046740035784200,https://www.instagram.com/augen.auf.888,https://www.instagram.com/p/DZDH8YstgWl/c/18046740035784200,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/491461744_18386615299142615_8888924164638593504_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gFs3bR71lmkFPVkcbkLKGWeyup2Si3SXQW_osRHdMqn0vV1x_bH-peWTLzME7quwcc&_nc_ohc=0u7HZNRC3wwQ7kNvwF3USYe&_nc_gid=YO830ah7D_7zsu79v_qD-A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBoRmRLHt6hsKGOP9ri-swiZ3el94_Y5oGzU-RAHzLYZA&oe=6A6B1BED&_nc_sid=0985b0,3236
data2,,,,,,hannah_prxv,hannah_prxv,12994004836,2026-06-02 21:20:05,0,"@beggo.428 wenn du jemanden schlägst und sagst, es ist aber keine Gewalt, bleibt es das genauso trotzdem",no,17880926823598741,https://www.instagram.com/hannah_prxv,https://www.instagram.com/p/DZDH8YstgWl/c/17880926823598741,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/118255870_744825492966932_4548370348977863312_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MDcuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gE_cNcSO2qfGLAZ8ygOUJsiffrN3BhX-exemmTunhu2kadWKTpLPza4mr_YevnkrKs&_nc_ohc=hf7M-1IP0J0Q7kNvwEE70_7&_nc_gid=RcMBT0Msm-52mftmbJkokg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAX2UgzeamT8JUTL3jjmOIksZxqgRxXG-X_fWpUSs-Zkg&oe=6A6B0982&_nc_sid=0985b0,
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Bezeichnet das Aushängen des ""Juden haben Hausverbot""-Schilds als ""alles richtig gemacht"" und billigt damit die Willkürmaßnahme gegen Juden als Gruppe.",goodlifee89,goodlifee89,2430487025,2026-06-02 19:00:57,0,Alles richtig gemacht👌,no,17890687359480932,https://www.instagram.com/goodlifee89,https://www.instagram.com/p/DZDH8YstgWl/c/17890687359480932,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/429917106_939344657271782_4124192324341581379_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDc2LmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gHCMwqI8f5yLtBEOEZ6vd4B-nthkMQk1xDe0at8I6Vl4BCLb-0KL5WZiyyjVOfpk3k&_nc_ohc=pDD-nRdyGSsQ7kNvwHcjJDf&_nc_gid=dsdtehCxXmeekBtG_A23yQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCcS_-aFMGvfB4AFAtoFv427ocxp0TyWcHnWlU0nykUZg&oe=6A6AE9D0&_nc_sid=0985b0,3377
test-data3,true,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Behauptet, der Täter habe ""vollkommen Recht"", und billigt damit dessen Handeln gegen Juden.",sanlee568,sanlee568,9405588639,2026-06-01 23:55:18,0,Der hat doch vollkommen Recht,no,17927731554316292,https://www.instagram.com/sanlee568,https://www.instagram.com/p/DZDH8YstgWl/c/17927731554316292,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/45647306_758048757873704_4545966426023788544_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40OTQuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGlu2TtakB1xDbKfi4BNo0-s4dfM1nw6YA9byPcv6ChWsXQQi-QgihF67qfIFPkC0M&_nc_ohc=zuh-PWbC7mEQ7kNvwH7xueo&_nc_gid=87l8pkCwb9zk7FPavy2aYg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAQom3Cd_Os8VnARYdA50eickuFrcUK56RFjlsFycRsFA&oe=6A6AEF06&_nc_sid=0985b0,869
