Evaluation Group,Expected Relevant,Expected Discrimination,Source,Review Reason,Priorität,Straftatbestand (Verdacht),Kategorie,Begründung,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Comment ID,Profile URL,Comment URL,Thumbnail,Lfd. Nr. (Original-Export),Translated Comment
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,der____eine____da,der____eine____da,7106963331,2026-06-01 23:38:14,0,Er hat eine höhere Strafe bekommen als so mancher der wegen Vergewaltung verurteilt wurde. Das muss man sich mal vor Augen halten,no,18111016931514212,https://www.instagram.com/der____eine____da,https://www.instagram.com/p/DZDH8YstgWl/c/18111016931514212,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/30922189_1899108453473115_2237033329574543360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEqX6wcEJtAx4ryYIx_96ojQ0pVDw4AUmzsp4HU98TbgiKuF00dzJ9c1oncWSADSo0&_nc_ohc=qqp7cirlLKQQ7kNvwHBnExT&_nc_gid=AZBrlQ15-Dd3DkRqw0Qf5A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDWGxKZFDhNMcdYpoKeWlBkprrr6CkMPzhG0ISzu3Cgrg&oe=6A6AF211&_nc_sid=0985b0,,He received a higher sentence than many who were convicted of rape. You have to keep that in mind.
positive,true,false,data-positive,"""3 Millionen Antisemiten ins Land holen"" - pauschale, kollektive Zuschreibung von Antisemitismus an Migranten/Muslime als Gruppe im Kontext, entmenschlichende Verallgemeinerung, Graubereich.",mittel,§ 130 Abs. 1 StGB,Kollektivschuld/Sonstiges,"""3 Millionen Antisemiten ins Land holen"" - pauschale, kollektive Zuschreibung von Antisemitismus an Migranten/Muslime als Gruppe im Kontext, entmenschlichende Verallgemeinerung, Graubereich.",timrnk,timrnk,8025947482,2026-06-02 11:01:39,0,3 Millionen Antisemiten ins Land holen und sich dann über sowas wundern…,no,18014783945892948,https://www.instagram.com/timrnk,https://www.instagram.com/p/DZDH8YstgWl/c/18014783945892948,https://instagram.fcgh51-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fcgh51-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gFNKba8YEmsuRAGmIaLswv5TPRvCivK35YglELF5AZrdOyQTpSgLOoG6BrF8HqDofWTfpr3xpXUt6mVtpAg9kkT&_nc_ohc=vUGxye7DTtYQ7kNvwGQFoYY&_nc_gid=g34Ubm3YLcqk7i3rkjolSQ&edm=AL4D0a4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQC4UQesbktoAVJYxG2wbZTg2Im7VpxlkaJ4JQs0Ttyxyg&oe=6A6B08EA&_nc_sid=9e8221,2320,Bring in 3 million antisemites and then wonder about something like that...
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,dominik_d912,dominik_d912,1544841256,2026-06-02 09:11:28,0,geht ja immer noch billiger als ein zu lauter auspuff,no,18183849283384760,https://www.instagram.com/dominik_d912,https://www.instagram.com/p/DZDH8YstgWl/c/18183849283384760,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/681252567_18582059539009257_5776400910555395628_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gFCPh_ssheGUGCYZNOUMykPKQ2d5bK3toPv4etkt0tymGbSl9El7J8EYsi38yjSoGQ&_nc_ohc=zIWQtEYtezIQ7kNvwEE_fdk&_nc_gid=EmjBLA2Ls_dKdfny49VMZQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBcaapQoDQOe1Vs6xKb83pyA1V_6L2H0okjjo10LZhd0g&oe=6A6B1E83&_nc_sid=0985b0,,it's still cheaper than an exhaust that's too loud
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,der_garten_conni,der_garten_conni,2940674930,2026-06-02 11:19:24,0,Wo ist die Meinungsfreiheit?,no,18115995583889537,https://www.instagram.com/der_garten_conni,https://www.instagram.com/p/DZDH8YstgWl/c/18115995583889537,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/508367394_18412950673098931_5874912668170271571_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gHO7MG-bpYVI3HQYID0A1hP-w0yKBLexaPI-fIVkQc_uE8IjXhoiGyo65QQwEHeLSc&_nc_ohc=DbPCI1YfvYMQ7kNvwEyRFL8&_nc_gid=wIGp_SMY_r0uB0dtCACt7A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCtWZX5RI4mnRuUd7cUrDrmyILNWgFeja6UPvluckfT4g&oe=6A6AF432&_nc_sid=0985b0,,Where is freedom of speech?
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,ilquapo,ilquapo,56734847447,2026-06-01 22:20:52,0,"Kein Zutritt für ungeimpfte, wisst ihr noch??",no,18087979391367839,https://www.instagram.com/ilquapo,https://www.instagram.com/p/DZDH8YstgWl/c/18087979391367839,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/366143137_1500967947380106_5018598972106179030_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGJXolTUc0KexWvAvJ2JPq5E0LBTFxw2Do9cO4OK8cCFS0HsGKvYNuXgq81UrRbCDA&_nc_ohc=_a3ZBOD55r8Q7kNvwFCg5GD&_nc_gid=ckypQhb4cNtTJ0o4exaV9g&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQB2P4bAf04sK8xbO7wx_Ml_1_un6E_wU3zvtE3duRhMsw&oe=6A6B0826&_nc_sid=0985b0,,"No entry for unvaccinated people, remember??"
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,max.vgt.0815,max.vgt.0815,44469990612,2026-06-01 22:58:01,0,"Etwas ähnliches gab es doch zu Corona, oder? Und das doch sogar von der Regierung beschlossen? War das nicht legitim?",no,17966883789099646,https://www.instagram.com/max.vgt.0815,https://www.instagram.com/p/DZDH8YstgWl/c/17966883789099646,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/125563111_739267683380352_2103035044058820687_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MTkuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGBum1Q58BRswcyt4o1w_rn4dUKv6nWE7wP7dawIJHPDPzILJCw7YNie2X0hWoHFyQ&_nc_ohc=r0aFDpdJBcAQ7kNvwFeJQal&_nc_gid=fcwYkie5ESBIkVsKnfz4GQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQA08Gt_bijHX8FUvs2of-Paw39CDFqu_AbJ8ue4_c5Raw&oe=6A6AEC91&_nc_sid=0985b0,,"There was something similar during Corona, wasn't there? And wasn't that even decided by the government? Wasn't that legitimate?"
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,armin.p387,armin.p387,65951643298,2026-06-04 06:13:54,0,Aber ist ja okay was in Palestina gemacht wird? Gott sei Dank gibt es Gerrechtigkeit auf der anderen Welt.,no,18079180565212250,https://www.instagram.com/armin.p387,https://www.instagram.com/p/DZDH8YstgWl/c/18079180565212250,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/730373408_17952741189195299_7079870664806635021_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gGUeJcuVmyqGRCM0TfHZl0y1lEhj00N9rIhoSCb2OS9SVl59qKqIKnys0CDVIOYAJQ&_nc_ohc=OzfoXxu-HPwQ7kNvwElMkoz&_nc_gid=wb4u7MoWyZdllDXqssWUOA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDaV6gAdgVVpGvVHiA-WvUEty_GDobgBFE1N7PWL-TYuQ&oe=6A6AEEE0&_nc_sid=0985b0,,But is it okay what is being done in Palestine? Thank God there is justice in the other world.
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,normanconrad,normanconrad,1365103065,2026-06-02 09:23:13,0,Ja das ja in deren Augen kein Rassismus.,no,18033985454632138,https://www.instagram.com/normanconrad,https://www.instagram.com/p/DZDH8YstgWl/c/18033985454632138,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/274728869_3145746665661654_7046142309807248890_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gE7_rT6ajdH3gKKPjp7A0cAy-BwBAnfJRpjU89bKUSgVSMmtnBN3HGKvdYX0USsf7A&_nc_ohc=7dVKrWYAlFwQ7kNvwFVki2c&_nc_gid=qArDx4GYZJDqVLZtwCedpw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQDG7TDFa7miF76byE59D_VXf9wiSS5YR9cBl_9ansz85g&oe=6A6B035D&_nc_sid=0985b0,,"Yes, that's not racism in their eyes."
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,lederglove,lederglove,28987299058,2026-06-03 16:12:12,0,@berserker.jerky Das ist ein Hinweis und kein Verbot!,no,18175438804413679,https://www.instagram.com/lederglove,https://www.instagram.com/p/DZDH8YstgWl/c/18175438804413679,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/261105748_322862903133282_5304200952009584151_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby40MDQuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gEVBBnHGxgy4TX-mE9aOv-wk6LeqHGB9d417X9_nKKsCABYFcNofP77aQoNEyPSzdo&_nc_ohc=EQKt8HAbKQkQ7kNvwHm6DWU&_nc_gid=jRxegmilJoq83L0H11Gpkg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCnZxdpSWO6CNZAITF9Yqff_uOlmpUQ-rpXJPR-6zVbJQ&oe=6A6AF88F&_nc_sid=0985b0,,@berserker.jerky This is a hint and not a ban!
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,shnoufian,shnoufian,3724159790,2026-06-02 22:13:26,0,@emil_zur_see glaubst du das gg ist noch gültig nach 1990,no,17963777300937401,https://www.instagram.com/shnoufian,https://www.instagram.com/p/DZDH8YstgWl/c/17963777300937401,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/84476442_195033488401785_4352256056580112384_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHksv4wMTzW93XLbo69IrTH2wcGqG4GtT9upmkSVmK1rgnpleZI4lUZNUZK5TMpjh4&_nc_ohc=DsUR5-9ecJ0Q7kNvwGwQSMR&_nc_gid=8qzOiQ18w36CjAQqsYrROQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCn7MsV1LK52AlT9j4MGy41u65kneuME_D2wQ8xtPVi4A&oe=6A6B1CE3&_nc_sid=0985b0,,@emil_zur_see do you believe that the Basic Law is still valid after 1990
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,uwelueg,uwelueg,51008015678,2026-06-07 15:14:44,0,Haben wir kein Recht mehr auf eine eigene Meinung?,no,17928418248337361,https://www.instagram.com/uwelueg,https://www.instagram.com/p/DZDH8YstgWl/c/17928418248337361,https://scontent-gru1-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gGip3MyQmMhke7JvN2yXafTLX-AmW8BBMHA7eExgBi-0_aeTA-imEYQ293TPvGWZUA&_nc_ohc=vUGxye7DTtYQ7kNvwEKZEkE&_nc_gid=zfhnf_k5mhY1dPs1f6dW7w&edm=AD35FJ8BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQB1U55gY3MZlDrhTg09nqJJcfpUcVAdHm2LFZtOzHqdtA&oe=6A6B08EA&_nc_sid=f880d0,,Do we no longer have the right to our own opinion?
positive,true,true,data-positive,Deutliche Zustimmung ('voll und ganz richtig gemacht') zur antisemitischen Ausgrenzung.,mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,Deutliche Zustimmung ('voll und ganz richtig gemacht') zur antisemitischen Ausgrenzung.,_tom_tekklander_420,_tom_tekklander_420,3868413962,2026-06-02 12:33:26,0,Hat er voll und ganz richtig gemacht,no,18104237807087662,https://www.instagram.com/_tom_tekklander_420,https://www.instagram.com/p/DZDH8YstgWl/c/18104237807087662,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/144500177_231119925306188_1390013654090757172_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NDUuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gE4ZpSg3K8K4CXgmCgqdhTEgoaENtiVru7wPeBBkWq9BeGWfUto9y6znIxeIKzqXe8&_nc_ohc=bMpbjPmmDuAQ7kNvwEQIgfe&_nc_gid=L-K-GMCp7RfNOsPYRPV20w&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQB7F_YR7-P5vKUdhZuVOsv6bmZV4TthrswlrXpBkX2mzQ&oe=6A6B11D3&_nc_sid=0985b0,2540,Has he done it completely and entirely right?
positive,true,false,data-positive,"Pauschale Aussage 'alle hassen euch' kombiniert mit abwertendem Symbol (Kot-Emoji) gegenüber Israelis/Juden als Gruppe, verächtlichmachend.",hoch,§ 130 Abs. 1 StGB; § 192a StGB,Verhetzende Beleidigung,"Pauschale Aussage 'alle hassen euch' kombiniert mit abwertendem Symbol (Kot-Emoji) gegenüber Israelis/Juden als Gruppe, verächtlichmachend.",rahima.neufeld3,rahima.neufeld3,1818969724,2026-06-02 13:09:17,0,@stefanhofi alle hassen euch 🇮🇱💩,no,18475090909100767,https://www.instagram.com/rahima.neufeld3,https://www.instagram.com/p/DZDH8YstgWl/c/18475090909100767,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/463275770_520108054249067_5115236380789581698_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gF6Q6RFt7xnrGptOchvQ7rvAe-lXEYCVswutgVV2Iw1gRPQue5pPll7S1U2cyKb8Hg&_nc_ohc=kHDarYINuDYQ7kNvwGDyWy0&_nc_gid=UQSp5_q_w4lgaSB1vxizLA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAX6922ygHZFvdxWn0QuKrPjX25Uh8EmGVDugI2UB-1CQ&oe=6A6AF80E&_nc_sid=0985b0,2644,@stefanhofi everyone hates you 🇮🇱💩
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,ka1ero,ka1ero,3245522100,2026-06-02 22:27:32,0,Und bei Kopftücher schreien se alle rum aber bei sowas muss man ein nationalen aufstand machen? Gleichberechtigung gilt wohl doch nicht für alle,no,18099146558161205,https://www.instagram.com/ka1ero,https://www.instagram.com/p/DZDH8YstgWl/c/18099146558161205,https://scontent-eze1-2.cdninstagram.com/v/t51.2885-19/17125622_109463069553116_4312574127882895360_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gHksv4wMTzW93XLbo69IrTH2wcGqG4GtT9upmkSVmK1rgnpleZI4lUZNUZK5TMpjh4&_nc_ohc=8GsGHkSgVDEQ7kNvwHRaOyi&_nc_gid=8qzOiQ18w36CjAQqsYrROQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCwYCVI_cNl0QRHnEvuCPJXS5sJbeM1H8s6ca6osMzbLA&oe=6A6B186C&_nc_sid=0985b0,,"And with headscarves they all scream around, but with something like this you have to start a national uprising? Equality apparently doesn't apply to everyone after all."
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,ghurtskajamari,ghurtskajamari,5581053177,2026-06-01 22:36:56,0,6 monate ist wenig!!!!!6 jahre gefengnis strafe!!!!🔥🔥🔥,no,18089043809187724,https://www.instagram.com/ghurtskajamari,https://www.instagram.com/p/DZDH8YstgWl/c/18089043809187724,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/469631476_1664641314406230_2946886501240016876_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTIuYzIifQ&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gHjU1CXa0atbcX6UYybBpXkP5itw3WH_RE2fJZic57SJLtp3tho5fTusQEhjwZptQY&_nc_ohc=3q5X_ArGkLkQ7kNvwGqtEb4&_nc_gid=0RinLjSeXnTeuhoecvJ3xQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQBJVfK2epETk9fCmTRhEoAo4ltpVswohxqEMTfiHPgobA&oe=6A6AF117&_nc_sid=0985b0,,6 months is too little!!!!!6 years prison sentence!!!!🔥🔥🔥
positive,true,false,data-positive,Verwendet den antisemitischen Kampfbegriff 'gute goys' zur Verhöhnung von Juden im Kontext der Verteidigung des Schildes.,hoch,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,Verwendet den antisemitischen Kampfbegriff 'gute goys' zur Verhöhnung von Juden im Kontext der Verteidigung des Schildes.,skyisthelimit422,skyisthelimit422,22368090184,2026-06-02 13:36:38,0,Ahhh gute goys.  Wo ist die Meinungsfreiheit. ??,no,18139013749538574,https://www.instagram.com/skyisthelimit422,https://www.instagram.com/p/DZDH8YstgWl/c/18139013749538574,https://instagram.fkna1-1.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-webp&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fkna1-1.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2gGjafv87WNXHpjegCdW1cyHiA9cbO3Azoj0nu8vyVY92EN6M1mgSz6yv5dxzgQ2Gmg&_nc_ohc=vUGxye7DTtYQ7kNvwHVBnVt&_nc_gid=SnVSJxgRK9eT8phSx-55Wg&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQC1dioBntmPLDDgr6nXlT9yOqOBSz2_c4P46ggB450a3Q&oe=6A6B08EA&_nc_sid=65462d,2710,Ahhh good goys. Where is the freedom of speech. ??
neutral,false,false,data2-reviewed,Manually reviewed control,,,,,kahlon25_07,kahlon25_07,11796974684,2026-06-02 02:58:43,0,"„Weltweit geschockt“? Woher wollen die das wissen? Hat RTL die ganze Welt befragt?

Meiner Meinung nach würden viele Menschen das eher anders sehen, wenn sie von dem Fall erfahren würden. Aber Hauptsache, man schreibt einfach mal „weltweit geschockt“.

Klasse Leistung der deutschen Medien – aus einer Vermutung wird kurzerhand die Meinung der gesamten Welt.",no,18079255088370469,https://www.instagram.com/kahlon25_07,https://www.instagram.com/p/DZDH8YstgWl/c/18079255088370469,https://scontent-eze1-2.cdninstagram.com/v/t51.82787-19/586407649_18160993918398685_1940390807452738662_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gFNe3ovFghP3-SWRKb-XNjhHUCjXTY8RotIai0GHs9c1UYH-J6em6X_pG8WJq7fTaA&_nc_ohc=uYAJiahnZG8Q7kNvwEnI06E&_nc_gid=DYsSH24qF7mtulfFktn1Ug&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQB7P9PYbZYFQ-noLrwcWUbaS0upfzWi9-FScFWD2QRS-w&oe=6A6AF8B9&_nc_sid=0985b0,,"""Shocked worldwide""? How would they know that? Did RTL survey the whole world?

In my opinion, many people would see it differently if they learned about the case. But the main thing is you just write ""shocked worldwide.""

Great job by the German media – an assumption quickly becomes the opinion of the entire world."
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,jakomoj2031,jakomoj2031,13683200245,2026-06-05 00:07:14,0,Sehr gut. Solche Menschen müssen verurteilt werden.,no,18083870243166760,https://www.instagram.com/jakomoj2031,https://www.instagram.com/p/DZDH8YstgWl/c/18083870243166760,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/169996684_2823918914490641_4679588053983203212_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gGi9fm67rdmEPtBp81O7Sa744aqU5lFU-E-BV-cSBu7kUNaY7J9s8E_qZNJnyzjpwU&_nc_ohc=EH4NDPGqNA8Q7kNvwGAdXD0&_nc_gid=NE43W8l2hrAbtqioppA67g&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCuBxkcd641wwmwOX4YmSp6-fGSbAbUAHh1oosJRbjn1g&oe=6A6AEF7D&_nc_sid=0985b0,,Very good. Such people must be convicted.
counter_speech,false,false,data2-reviewed,Manually reviewed control,,,,,jesssiica_067_,jesssiica_067_,1604475277,2026-06-01 20:13:47,0,@alicia_jacobsen_ das ist diskriminierend.,no,18008740922915333,https://www.instagram.com/jesssiica_067_,https://www.instagram.com/p/DZDH8YstgWl/c/18008740922915333,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/613634355_18548685856059278_2249504918700855434_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEYl9mKGr7yWAokntTsFJ1F3ep04DPqL5Txq4Nub8k5CJMlumickzAkpUOXp9k-qJI&_nc_ohc=wdnpttZYeXQQ7kNvwEctIqO&_nc_gid=ftJ4RzbAAkWYnNrLyhgoiQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQCTmIGsoTfYYtiz0q4iAoyA7CvYJAKB1Ul6SQNkrmxgWQ&oe=6A6AF36B&_nc_sid=0985b0,,@alicia_jacobsen_ that is discriminatory.
positive,true,true,data-positive,"Billigt das Vorgehen des Täters ausdrücklich (""Alles richtig gemacht"") in Bezug auf das antisemitische Hausverbotsschild.",mittel,§ 130 Abs. 1 StGB,Billigung Willkürmaßnahme,"Billigt das Vorgehen des Täters ausdrücklich (""Alles richtig gemacht"") in Bezug auf das antisemitische Hausverbotsschild.",offiziell.adi,offiziell.adi,45008075625,2026-06-02 22:47:49,0,Alles richtig gemacht !! Genau so lass doch die Leute rein lassen wen er möchte was geht es dem Staat an !?,no,18067789013704942,https://www.instagram.com/offiziell.adi,https://www.instagram.com/p/DZDH8YstgWl/c/18067789013704942,https://scontent-eze1-1.cdninstagram.com/v/t51.82787-19/581745525_18090030686499626_3482004623001974329_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gERgIR57PGJQjAfagnYllbqOlbkmzVMuJsDtvITSzmZ5DfDmPmqhADXrIgm6K3cTYM&_nc_ohc=TbqHgNQZzWcQ7kNvwHp23oc&_nc_gid=HGSqkHt81WSA98SNMaQAvA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AQAhJZav20DQ8pFwm0LMklX8mBCKpTWbaWjssRy0Cwumag&oe=6A6AEAFD&_nc_sid=0985b0,3711,"Did everything right !! Exactly, just let people in, let in whoever he wants, what does it have to do with the state !?"
positive,true,true,data-positive,"Fordert ein generelles Verbot ('Verbot überall für sie') für Juden als Gruppe und feiert den Täter dafür, damit Aufforderung zu Willkürmaßnahmen gegen eine Bevölkerungsgruppe.",hoch,§ 130 Abs. 1 StGB,Aufstacheln zum Hass,"Fordert ein generelles Verbot ('Verbot überall für sie') für Juden als Gruppe und feiert den Täter dafür, damit Aufforderung zu Willkürmaßnahmen gegen eine Bevölkerungsgruppe.",armino_haskurti,armino_haskurti,45904033218,2026-06-02 11:44:03,0,Bester Mann...Verbot überall für sie in schwarz!,no,17928560058319994,https://www.instagram.com/armino_haskurti,https://www.instagram.com/p/DZDH8YstgWl/c/17928560058319994,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2gGpAZ66_ifAkjgrfZ7pTtNTTQC1NCgWECJ0Xw7PbdiJrmEMagbNdj9TBlLX5vXazsI&_nc_ohc=vUGxye7DTtYQ7kNvwFGBwng&_nc_gid=03xAbe6zdwyPmL9SoNkJGQ&edm=AOVgSKcBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AQCtxoF-H-QOwh78p6i87nWr9OCmwGhS36_OTFjI5wpTcw&oe=6A6B08EA&_nc_sid=ac1396,2431,Best man...Prohibition everywhere for them in black!
